problem,solution,probes,positives,negatives,item_space,answer_raw,features,depth,base_rate,neg_types,edit_distance_stats,neg_provenance
"Here is a Bongard problem. Items in Group A all share a property
that items in Group B do not have. What is the rule?

Group A (positive examples):
  1. bsh4p
  2. o3ita
  3. g1tdl
  4. yk5fu
  5. z8fzw
  6. qn1bo

Group B (negative examples):
  1. 1gtdl
  2. 8zfzw
  3. qn1b0
  4. o3it9
  5. b1h4p
  6. ykifu",the number of character-type transitions is exactly 2,"[{""item"": ""0mod4"", ""label"": ""A""}, {""item"": ""tdiwl"", ""label"": ""B""}, {""item"": ""2nr18"", ""label"": ""A""}, {""item"": ""mx924"", ""label"": ""B""}, {""item"": ""9t2xt"", ""label"": ""B""}, {""item"": ""hi3jj"", ""label"": ""A""}, {""item"": ""0xqbs"", ""label"": ""B""}, {""item"": ""h911h"", ""label"": ""A""}, {""item"": ""sr4aa"", ""label"": ""A""}, {""item"": ""g59q1"", ""label"": ""B""}]","[""bsh4p"", ""o3ita"", ""g1tdl"", ""yk5fu"", ""z8fzw"", ""qn1bo""]","[""1gtdl"", ""8zfzw"", ""qn1b0"", ""o3it9"", ""b1h4p"", ""ykifu""]",lower_alnum_L5,count char type transitions equals 2,"[""count_char_type_transitions""]",0,0.35,"{""close_targeted"": 0, ""close_simple"": 6, ""random"": 0}","{""min"": 1, ""max"": 2, ""mean"": 1.33}","[{""neg"": ""o3it9"", ""src"": ""o3ita"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""ykifu"", ""src"": ""yk5fu"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""b1h4p"", ""src"": ""bsh4p"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""1gtdl"", ""src"": ""g1tdl"", ""method"": ""close_simple"", ""ed"": 2}, {""neg"": ""8zfzw"", ""src"": ""z8fzw"", ""method"": ""close_simple"", ""ed"": 2}, {""neg"": ""qn1b0"", ""src"": ""qn1bo"", ""method"": ""close_simple"", ""ed"": 1}]"
"Here is a Bongard problem. Items in Group A all share a property
that items in Group B do not have. What is the rule?

Group A (positive examples):
  1. rzz
  2. wwi
  3. cvc
  4. rvr
  5. qqqm
  6. nmn

Group B (negative examples):
  1. bcvc
  2. owi
  3. nmq
  4. rzzo
  5. qqqmp
  6. rvra",the number of distinct characters is exactly 2,"[{""item"": ""ici"", ""label"": ""A""}, {""item"": ""ruthjni"", ""label"": ""B""}, {""item"": ""tqt"", ""label"": ""A""}, {""item"": ""ubxg"", ""label"": ""B""}, {""item"": ""qua"", ""label"": ""B""}, {""item"": ""uzmycm"", ""label"": ""B""}, {""item"": ""ava"", ""label"": ""A""}, {""item"": ""rlqproa"", ""label"": ""B""}, {""item"": ""hvv"", ""label"": ""A""}, {""item"": ""aac"", ""label"": ""A""}]","[""rzz"", ""wwi"", ""cvc"", ""rvr"", ""qqqm"", ""nmn""]","[""bcvc"", ""owi"", ""nmq"", ""rzzo"", ""qqqmp"", ""rvra""]",lower_alpha_L3-7,count unique equals 2,"[""count_unique""]",0,0.03,"{""close_targeted"": 0, ""close_simple"": 6, ""random"": 0}","{""min"": 1, ""max"": 1, ""mean"": 1.0}","[{""neg"": ""bcvc"", ""src"": ""cvc"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""qqqmp"", ""src"": ""qqqm"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""nmq"", ""src"": ""nmn"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""rvra"", ""src"": ""rvr"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""owi"", ""src"": ""wwi"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""rzzo"", ""src"": ""rzz"", ""method"": ""close_simple"", ""ed"": 1}]"
"Here is a Bongard problem. Items in Group A all share a property
that items in Group B do not have. What is the rule?

Group A (positive examples):
  1. 16
  2. 08
  3. 64
  4. 02
  5. 01
  6. 04

Group B (negative examples):
  1. 12
  2. 10
  3. 54
  4. 52
  5. 80
  6. 40",the number of 1s in binary is exactly 1,"[{""item"": ""32"", ""label"": ""A""}, {""item"": ""41"", ""label"": ""B""}]","[""16"", ""08"", ""64"", ""02"", ""01"", ""04""]","[""12"", ""10"", ""54"", ""52"", ""80"", ""40""]",lower_digit_L2,binary digit count equals 1,"[""binary_digit_count""]",0,0.07,"{""close_targeted"": 0, ""close_simple"": 6, ""random"": 0}","{""min"": 1, ""max"": 2, ""mean"": 1.5}","[{""neg"": ""52"", ""src"": ""02"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""12"", ""src"": ""16"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""10"", ""src"": ""01"", ""method"": ""close_simple"", ""ed"": 2}, {""neg"": ""54"", ""src"": ""64"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""80"", ""src"": ""08"", ""method"": ""close_simple"", ""ed"": 2}, {""neg"": ""40"", ""src"": ""04"", ""method"": ""close_simple"", ""ed"": 2}]"
"Here is a Bongard problem. Items in Group A all share a property
that items in Group B do not have. What is the rule?

Group A (positive examples):
  1. dml
  2. geww
  3. pbh
  4. iilm
  5. mzt
  6. bmmmd

Group B (negative examples):
  1. iim
  2. bmmmyd
  3. pbgh
  4. mzti
  5. dbml
  6. gewuw",the number of character runs is exactly 3,"[{""item"": ""dhrkzva"", ""label"": ""B""}, {""item"": ""hkunrlh"", ""label"": ""B""}, {""item"": ""bzikbt"", ""label"": ""B""}, {""item"": ""hao"", ""label"": ""A""}, {""item"": ""jhw"", ""label"": ""A""}, {""item"": ""fju"", ""label"": ""A""}, {""item"": ""oyyn"", ""label"": ""A""}, {""item"": ""jyoffv"", ""label"": ""B""}, {""item"": ""ktpr"", ""label"": ""B""}, {""item"": ""pwp"", ""label"": ""A""}]","[""dml"", ""geww"", ""pbh"", ""iilm"", ""mzt"", ""bmmmd""]","[""iim"", ""bmmmyd"", ""pbgh"", ""mzti"", ""dbml"", ""gewuw""]",lower_alpha_L3-7,num runs equals 3,"[""num_runs""]",0,0.23,"{""close_targeted"": 0, ""close_simple"": 6, ""random"": 0}","{""min"": 1, ""max"": 1, ""mean"": 1.0}","[{""neg"": ""mzti"", ""src"": ""mzt"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""iim"", ""src"": ""iilm"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""bmmmyd"", ""src"": ""bmmmd"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""pbgh"", ""src"": ""pbh"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""gewuw"", ""src"": ""geww"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""dbml"", ""src"": ""dml"", ""method"": ""close_simple"", ""ed"": 1}]"
"Here is a Bongard problem. Items in Group A all share a property
that items in Group B do not have. What is the rule?

Group A (positive examples):
  1. 42
  2. 30
  3. 70
  4. 24
  5. 54
  6. 66

Group B (negative examples):
  1. 41
  2. 74
  3. 10
  4. 69
  5. 03
  6. 45",the number of divisors is exactly 8,"[{""item"": ""88"", ""label"": ""A""}, {""item"": ""40"", ""label"": ""A""}, {""item"": ""78"", ""label"": ""A""}, {""item"": ""68"", ""label"": ""B""}, {""item"": ""56"", ""label"": ""A""}, {""item"": ""67"", ""label"": ""B""}, {""item"": ""26"", ""label"": ""B""}, {""item"": ""86"", ""label"": ""B""}]","[""42"", ""30"", ""70"", ""24"", ""54"", ""66""]","[""41"", ""74"", ""10"", ""69"", ""03"", ""45""]",lower_digit_L2,num divisors equals 8,"[""num_divisors""]",0,0.12,"{""close_targeted"": 0, ""close_simple"": 6, ""random"": 0}","{""min"": 1, ""max"": 2, ""mean"": 1.33}","[{""neg"": ""10"", ""src"": ""70"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""41"", ""src"": ""42"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""03"", ""src"": ""30"", ""method"": ""close_simple"", ""ed"": 2}, {""neg"": ""74"", ""src"": ""24"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""69"", ""src"": ""66"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""45"", ""src"": ""54"", ""method"": ""close_simple"", ""ed"": 2}]"
"Here is a Bongard problem. Items in Group A all share a property
that items in Group B do not have. What is the rule?

Group A (positive examples):
  1. vyvpq
  2. 3c65y
  3. burgz
  4. ccg17
  5. mnoxf
  6. lcl08

Group B (negative examples):
  1. vyvp1
  2. 3065y
  3. m3oxf
  4. bu3gz
  5. ccg1q
  6. lclm8",the number of letters is prime,"[{""item"": ""c7663"", ""label"": ""B""}, {""item"": ""984e7"", ""label"": ""B""}, {""item"": ""rl989"", ""label"": ""A""}, {""item"": ""yqgj3"", ""label"": ""B""}, {""item"": ""ptnce"", ""label"": ""A""}, {""item"": ""u2u6a"", ""label"": ""A""}, {""item"": ""gvno4"", ""label"": ""B""}, {""item"": ""0sog6"", ""label"": ""A""}, {""item"": ""covw7"", ""label"": ""B""}, {""item"": ""dnqzf"", ""label"": ""A""}]","[""vyvpq"", ""3c65y"", ""burgz"", ""ccg17"", ""mnoxf"", ""lcl08""]","[""vyvp1"", ""3065y"", ""m3oxf"", ""bu3gz"", ""ccg1q"", ""lclm8""]",lower_alnum_L5,count alpha is prime,"[""count_alpha""]",0,0.62,"{""close_targeted"": 0, ""close_simple"": 6, ""random"": 0}","{""min"": 1, ""max"": 1, ""mean"": 1.0}","[{""neg"": ""m3oxf"", ""src"": ""mnoxf"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""3065y"", ""src"": ""3c65y"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""ccg1q"", ""src"": ""ccg17"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""vyvp1"", ""src"": ""vyvpq"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""lclm8"", ""src"": ""lcl08"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""bu3gz"", ""src"": ""burgz"", ""method"": ""close_simple"", ""ed"": 1}]"
"Here is a Bongard problem. Items in Group A all share a property
that items in Group B do not have. What is the rule?

Group A (positive examples):
  1. 122
  2. 941
  3. 032
  4. 219
  5. 760
  6. 970

Group B (negative examples):
  1. 768
  2. 289
  3. 102
  4. 901
  5. 974
  6. 038",the Roman numeral length is exactly 5,"[{""item"": ""670"", ""label"": ""A""}, {""item"": ""825"", ""label"": ""B""}, {""item"": ""163"", ""label"": ""B""}, {""item"": ""810"", ""label"": ""A""}, {""item"": ""991"", ""label"": ""A""}, {""item"": ""199"", ""label"": ""A""}, {""item"": ""461"", ""label"": ""A""}, {""item"": ""862"", ""label"": ""B""}, {""item"": ""405"", ""label"": ""B""}, {""item"": ""358"", ""label"": ""B""}]","[""122"", ""941"", ""032"", ""219"", ""760"", ""970""]","[""768"", ""289"", ""102"", ""901"", ""974"", ""038""]",lower_digit_L3,roman numeral length equals 5,"[""roman_numeral_length""]",0,0.16,"{""close_targeted"": 0, ""close_simple"": 6, ""random"": 0}","{""min"": 1, ""max"": 1, ""mean"": 1.0}","[{""neg"": ""102"", ""src"": ""122"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""038"", ""src"": ""032"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""901"", ""src"": ""941"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""289"", ""src"": ""219"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""974"", ""src"": ""970"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""768"", ""src"": ""760"", ""method"": ""close_simple"", ""ed"": 1}]"
"Here is a Bongard problem. Items in Group A all share a property
that items in Group B do not have. What is the rule?

Group A (positive examples):
  1. 493
  2. 582
  3. 414
  4. 381
  5. 665
  6. 276

Group B (negative examples):
  1. 197
  2. 371
  3. 532
  4. 793
  5. 695
  6. 279",the product of the digits is a multiple of 4,"[{""item"": ""039"", ""label"": ""A""}, {""item"": ""159"", ""label"": ""B""}, {""item"": ""735"", ""label"": ""B""}, {""item"": ""368"", ""label"": ""A""}, {""item"": ""002"", ""label"": ""A""}, {""item"": ""579"", ""label"": ""B""}, {""item"": ""409"", ""label"": ""A""}, {""item"": ""117"", ""label"": ""B""}, {""item"": ""943"", ""label"": ""A""}, {""item"": ""595"", ""label"": ""B""}]","[""493"", ""582"", ""414"", ""381"", ""665"", ""276""]","[""197"", ""371"", ""532"", ""793"", ""695"", ""279""]",lower_digit_L3,digit product divisible by 4,"[""digit_product""]",0,0.73,"{""close_targeted"": 0, ""close_simple"": 5, ""random"": 1}","{""min"": 1, ""max"": 1, ""mean"": 1.0}","[{""neg"": ""532"", ""src"": ""582"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""371"", ""src"": ""381"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""279"", ""src"": ""276"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""793"", ""src"": ""493"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""695"", ""src"": ""665"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""197"", ""src"": null, ""method"": ""random"", ""ed"": null}]"
"Here is a Bongard problem. Items in Group A all share a property
that items in Group B do not have. What is the rule?

Group A (positive examples):
  1. eezok
  2. pudkf
  3. omdfb
  4. flbuv
  5. oadiw
  6. zmmar

Group B (negative examples):
  1. tmdfb
  2. eezqk
  3. pbdkf
  4. zemar
  5. fluuv
  6. oadii",the number of vowels is odd,"[{""item"": ""omdhv"", ""label"": ""A""}, {""item"": ""ufdmn"", ""label"": ""A""}, {""item"": ""cfimx"", ""label"": ""A""}, {""item"": ""hzegx"", ""label"": ""A""}, {""item"": ""upcqa"", ""label"": ""B""}, {""item"": ""izeio"", ""label"": ""B""}, {""item"": ""xitay"", ""label"": ""B""}, {""item"": ""ippje"", ""label"": ""B""}, {""item"": ""wwnjf"", ""label"": ""B""}, {""item"": ""xerbx"", ""label"": ""A""}]","[""eezok"", ""pudkf"", ""omdfb"", ""flbuv"", ""oadiw"", ""zmmar""]","[""tmdfb"", ""eezqk"", ""pbdkf"", ""zemar"", ""fluuv"", ""oadii""]",lower_alpha_L5,count vowels is odd,"[""count_vowels""]",0,0.47,"{""close_targeted"": 0, ""close_simple"": 6, ""random"": 0}","{""min"": 1, ""max"": 1, ""mean"": 1.0}","[{""neg"": ""oadii"", ""src"": ""oadiw"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""fluuv"", ""src"": ""flbuv"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""eezqk"", ""src"": ""eezok"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""tmdfb"", ""src"": ""omdfb"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""zemar"", ""src"": ""zmmar"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""pbdkf"", ""src"": ""pudkf"", ""method"": ""close_simple"", ""ed"": 1}]"
"Here is a Bongard problem. Items in Group A all share a property
that items in Group B do not have. What is the rule?

Group A (positive examples):
  1. 2059
  2. 6657
  3. 8110
  4. 8507
  5. 0673
  6. 6299

Group B (negative examples):
  1. 8517
  2. 9657
  3. 3299
  4. 1673
  5. 2049
  6. 8119",the number of even digits is exactly 2,"[{""item"": ""5722"", ""label"": ""A""}, {""item"": ""6576"", ""label"": ""A""}, {""item"": ""2529"", ""label"": ""A""}, {""item"": ""3279"", ""label"": ""B""}, {""item"": ""8279"", ""label"": ""A""}, {""item"": ""8760"", ""label"": ""B""}, {""item"": ""5685"", ""label"": ""A""}, {""item"": ""3372"", ""label"": ""B""}, {""item"": ""3240"", ""label"": ""B""}, {""item"": ""4117"", ""label"": ""B""}]","[""2059"", ""6657"", ""8110"", ""8507"", ""0673"", ""6299""]","[""8517"", ""9657"", ""3299"", ""1673"", ""2049"", ""8119""]",lower_digit_L4,num even digits equals 2,"[""num_even_digits""]",0,0.37,"{""close_targeted"": 0, ""close_simple"": 6, ""random"": 0}","{""min"": 1, ""max"": 1, ""mean"": 1.0}","[{""neg"": ""8517"", ""src"": ""8507"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""2049"", ""src"": ""2059"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""9657"", ""src"": ""6657"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""8119"", ""src"": ""8110"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""3299"", ""src"": ""6299"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""1673"", ""src"": ""0673"", ""method"": ""close_simple"", ""ed"": 1}]"
"Here is a Bongard problem. Items in Group A all share a property
that items in Group B do not have. What is the rule?

Group A (positive examples):
  1. gBaZu
  2. OQJcj
  3. nkRKK
  4. WiotT
  5. fnztz
  6. OJIvy

Group B (negative examples):
  1. OJITy
  2. NkRKK
  3. liotT
  4. OQJcR
  5. fnztO
  6. gwaZu",the number of lowercase letters is prime,"[{""item"": ""IuSHP"", ""label"": ""B""}, {""item"": ""Pgenn"", ""label"": ""B""}, {""item"": ""pOcNg"", ""label"": ""A""}, {""item"": ""ekhhV"", ""label"": ""B""}, {""item"": ""CodhW"", ""label"": ""A""}, {""item"": ""qSTTP"", ""label"": ""B""}, {""item"": ""VHGRw"", ""label"": ""B""}, {""item"": ""MdxBO"", ""label"": ""A""}, {""item"": ""CbLZy"", ""label"": ""A""}, {""item"": ""IuroW"", ""label"": ""A""}]","[""gBaZu"", ""OQJcj"", ""nkRKK"", ""WiotT"", ""fnztz"", ""OJIvy""]","[""OJITy"", ""NkRKK"", ""liotT"", ""OQJcR"", ""fnztO"", ""gwaZu""]",mixed_alpha_L5,count lowercase is prime,"[""count_lowercase""]",0,0.68,"{""close_targeted"": 0, ""close_simple"": 6, ""random"": 0}","{""min"": 1, ""max"": 1, ""mean"": 1.0}","[{""neg"": ""fnztO"", ""src"": ""fnztz"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""OJITy"", ""src"": ""OJIvy"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""liotT"", ""src"": ""WiotT"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""NkRKK"", ""src"": ""nkRKK"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""gwaZu"", ""src"": ""gBaZu"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""OQJcR"", ""src"": ""OQJcj"", ""method"": ""close_simple"", ""ed"": 1}]"
"Here is a Bongard problem. Items in Group A all share a property
that items in Group B do not have. What is the rule?

Group A (positive examples):
  1. cxn
  2. qhc
  3. yrm
  4. fvx
  5. pgc
  6. ktt

Group B (negative examples):
  1. eub
  2. fda
  3. cem
  4. rxa
  5. rio
  6. qim",all letters are consonants,"[{""item"": ""mit"", ""label"": ""B""}, {""item"": ""faf"", ""label"": ""B""}, {""item"": ""ggd"", ""label"": ""A""}, {""item"": ""fko"", ""label"": ""B""}, {""item"": ""hfa"", ""label"": ""B""}, {""item"": ""lhp"", ""label"": ""A""}, {""item"": ""nxc"", ""label"": ""A""}, {""item"": ""yth"", ""label"": ""A""}, {""item"": ""vei"", ""label"": ""B""}, {""item"": ""krw"", ""label"": ""A""}]","[""cxn"", ""qhc"", ""yrm"", ""fvx"", ""pgc"", ""ktt""]","[""eub"", ""fda"", ""cem"", ""rxa"", ""rio"", ""qim""]",lower_alpha_L3,all letters consonants,"[""all_letters_consonants""]",0,0.52,"{""close_targeted"": 0, ""close_simple"": 0, ""random"": 6}",{},"[{""neg"": ""qim"", ""src"": null, ""method"": ""random"", ""ed"": null}, {""neg"": ""eub"", ""src"": null, ""method"": ""random"", ""ed"": null}, {""neg"": ""rxa"", ""src"": null, ""method"": ""random"", ""ed"": null}, {""neg"": ""cem"", ""src"": null, ""method"": ""random"", ""ed"": null}, {""neg"": ""fda"", ""src"": null, ""method"": ""random"", ""ed"": null}, {""neg"": ""rio"", ""src"": null, ""method"": ""random"", ""ed"": null}]"
"Here is a Bongard problem. Items in Group A all share a property
that items in Group B do not have. What is the rule?

Group A (positive examples):
  1. QJOwU
  2. gEMMP
  3. OUBsT
  4. HuESL
  5. DxXAP
  6. tWWGJ

Group B (negative examples):
  1. LEMMP
  2. DxXxP
  3. OUBsy
  4. tWWkJ
  5. QJjwU
  6. HuESx",the number of uppercase letters is exactly 4,"[{""item"": ""FLDcW"", ""label"": ""A""}, {""item"": ""DrxEc"", ""label"": ""B""}, {""item"": ""VxysL"", ""label"": ""B""}, {""item"": ""INcDN"", ""label"": ""A""}, {""item"": ""JgLDN"", ""label"": ""A""}, {""item"": ""bPfOj"", ""label"": ""B""}, {""item"": ""EJRUU"", ""label"": ""B""}, {""item"": ""aXIFU"", ""label"": ""A""}, {""item"": ""uFtXV"", ""label"": ""B""}, {""item"": ""KNVhX"", ""label"": ""A""}]","[""QJOwU"", ""gEMMP"", ""OUBsT"", ""HuESL"", ""DxXAP"", ""tWWGJ""]","[""LEMMP"", ""DxXxP"", ""OUBsy"", ""tWWkJ"", ""QJjwU"", ""HuESx""]",mixed_alpha_L5,count uppercase equals 4,"[""count_uppercase""]",0,0.15,"{""close_targeted"": 0, ""close_simple"": 6, ""random"": 0}","{""min"": 1, ""max"": 1, ""mean"": 1.0}","[{""neg"": ""DxXxP"", ""src"": ""DxXAP"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""HuESx"", ""src"": ""HuESL"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""LEMMP"", ""src"": ""gEMMP"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""OUBsy"", ""src"": ""OUBsT"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""QJjwU"", ""src"": ""QJOwU"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""tWWkJ"", ""src"": ""tWWGJ"", ""method"": ""close_simple"", ""ed"": 1}]"
"Here is a Bongard problem. Items in Group A all share a property
that items in Group B do not have. What is the rule?

Group A (positive examples):
  1. 5280
  2. 6647
  3. 0889
  4. 2816
  5. 4832
  6. 6032

Group B (negative examples):
  1. 6280
  2. 5816
  3. 4842
  4. 6732
  5. 5889
  6. 6947",the number of even digits is exactly 3,"[{""item"": ""2564"", ""label"": ""A""}, {""item"": ""2289"", ""label"": ""A""}, {""item"": ""4339"", ""label"": ""B""}, {""item"": ""3878"", ""label"": ""B""}, {""item"": ""3276"", ""label"": ""B""}, {""item"": ""5112"", ""label"": ""B""}, {""item"": ""1452"", ""label"": ""B""}, {""item"": ""6261"", ""label"": ""A""}, {""item"": ""0027"", ""label"": ""A""}, {""item"": ""0807"", ""label"": ""A""}]","[""5280"", ""6647"", ""0889"", ""2816"", ""4832"", ""6032""]","[""6280"", ""5816"", ""4842"", ""6732"", ""5889"", ""6947""]",lower_digit_L4,num even digits equals 3,"[""num_even_digits""]",0,0.24,"{""close_targeted"": 0, ""close_simple"": 6, ""random"": 0}","{""min"": 1, ""max"": 1, ""mean"": 1.0}","[{""neg"": ""4842"", ""src"": ""4832"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""5889"", ""src"": ""0889"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""5816"", ""src"": ""2816"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""6280"", ""src"": ""5280"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""6947"", ""src"": ""6647"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""6732"", ""src"": ""6032"", ""method"": ""close_simple"", ""ed"": 1}]"
"Here is a Bongard problem. Items in Group A all share a property
that items in Group B do not have. What is the rule?

Group A (positive examples):
  1. oeh
  2. dar
  3. tion
  4. uep
  5. mnx
  6. tlg

Group B (negative examples):
  1. far
  2. ton
  3. tldg
  4. qoeh
  5. ueu
  6. mnfx",the total Morse code length is exactly 8,"[{""item"": ""zke"", ""label"": ""A""}, {""item"": ""vmi"", ""label"": ""A""}, {""item"": ""crfbrrs"", ""label"": ""B""}, {""item"": ""haa"", ""label"": ""A""}, {""item"": ""ubam"", ""label"": ""B""}, {""item"": ""utz"", ""label"": ""A""}, {""item"": ""jnn"", ""label"": ""A""}, {""item"": ""auz"", ""label"": ""B""}, {""item"": ""wocofx"", ""label"": ""B""}, {""item"": ""yza"", ""label"": ""B""}]","[""oeh"", ""dar"", ""tion"", ""uep"", ""mnx"", ""tlg""]","[""far"", ""ton"", ""tldg"", ""qoeh"", ""ueu"", ""mnfx""]",lower_alpha_L3-7,morse length equals 8,"[""morse_length""]",0,0.03,"{""close_targeted"": 0, ""close_simple"": 6, ""random"": 0}","{""min"": 1, ""max"": 1, ""mean"": 1.0}","[{""neg"": ""mnfx"", ""src"": ""mnx"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""ton"", ""src"": ""tion"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""tldg"", ""src"": ""tlg"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""far"", ""src"": ""dar"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""ueu"", ""src"": ""uep"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""qoeh"", ""src"": ""oeh"", ""method"": ""close_simple"", ""ed"": 1}]"
"Here is a Bongard problem. Items in Group A all share a property
that items in Group B do not have. What is the rule?

Group A (positive examples):
  1. t5tpk
  2. 5rghj
  3. n8aln
  4. jux1w
  5. p9vnz
  6. 4osqj

Group B (negative examples):
  1. jux15
  2. pfvnz
  3. zrghj
  4. 85tpk
  5. aosqj
  6. n85ln",the number of digits is exactly 1,"[{""item"": ""qv3vw"", ""label"": ""A""}, {""item"": ""oh7vm"", ""label"": ""A""}, {""item"": ""cdyyd"", ""label"": ""B""}, {""item"": ""ikl7w"", ""label"": ""A""}, {""item"": ""jmrmu"", ""label"": ""B""}, {""item"": ""acif8"", ""label"": ""A""}, {""item"": ""rhu1d"", ""label"": ""A""}, {""item"": ""eijdd"", ""label"": ""B""}, {""item"": ""y055e"", ""label"": ""B""}, {""item"": ""ohmnp"", ""label"": ""B""}]","[""t5tpk"", ""5rghj"", ""n8aln"", ""jux1w"", ""p9vnz"", ""4osqj""]","[""jux15"", ""pfvnz"", ""zrghj"", ""85tpk"", ""aosqj"", ""n85ln""]",lower_alnum_L5,count digits equals 1,"[""count_digits""]",0,0.41,"{""close_targeted"": 0, ""close_simple"": 6, ""random"": 0}","{""min"": 1, ""max"": 1, ""mean"": 1.0}","[{""neg"": ""aosqj"", ""src"": ""4osqj"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""pfvnz"", ""src"": ""p9vnz"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""n85ln"", ""src"": ""n8aln"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""jux15"", ""src"": ""jux1w"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""zrghj"", ""src"": ""5rghj"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""85tpk"", ""src"": ""t5tpk"", ""method"": ""close_simple"", ""ed"": 1}]"
